"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.6135075,0.6135075,-1.29927021,0.10811589,0.36172745,-1.17665421,"Abarema_langsdorffii","brt",1,3,20,100,0.567293711791758,1.4230505087497e-11,0.9045,NA,1.809,1.57572616427431,0,0.73,0.61864406779661,"spec_sens",0.166666666666667,0.586206896551724,0.967032967032967,0.85,0.88,0.12,0.15,0.875,0.61864406779661,0.693877551020408,0.53125
