"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",1.9650229,-0.11611396,-1.59146165,0.12505517,0.1085429,-0.64297449,"Abarema_langsdorffii","brt",1,3,20,100,0.470331940749021,5.94940208297549e-08,0.8675,NA,1.735,1.69764266458839,0,0.64,0.522727272727273,"spec_sens",0.166666666666667,0.409090909090909,0.973684210526316,0.9,0.74,0.26,0.1,0.766666666666667,0.432432432432433,0.5625,0.391304347826087
