"","species_name","algorithm","dismo_threshold","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","correlation","AUC","AUCratio","pROC","TSSmax","KAPPAmax","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"1","Abarema_langsdorffii","brt","spec_sens",1.62022467,-0.017330906,-2.155762246,0.139641136,0.046588178,-0.529548326,0.520259020297741,0.8795,1.759,1.57226397518946,0.673238095238095,0.580714110830173,0.172176308539945,0.479327329017731,0.968999891575923,0.875238095238095,0.798,0.202,0.124761904761905,0.811184573002755,0.506719904890109,0.616680105152283,0.447217451565278
