"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.80204824,-0.41440635,-1.09066564,0.00706954,-0.08663342,-0.34698609,"Abarema_langsdorffii","brt",1,2,21,100,0.593369303939137,7.39251726725172e-13,0.925714285714286,NA,1.85142857142857,1.68069249910029,0,0.772380952380952,0.637569533590073,"spec_sens",0.173553719008264,0.526315789473684,0.987951807228916,0.952380952380952,0.82,0.18,0.0476190476190476,0.84297520661157,0.585242648385351,0.677966101694915,0.512820512820513
