"cv_0","pa","lon","lat","layer.1","layer.2","layer.3","layer.4","layer.5"
5,0,-53.75,-31.75,13.0808334628972,-7.57539226979401,6.67267992077675,16.2902482193441,-6.2567845031101
3,0,-39.4166666666667,-9.75,17.7933351065508,-12.2245276194842,5.32920529904902,17.1750110196158,-2.95456939972496
1,0,-53.4166666666667,-22.4166666666667,17.8326406734898,-10.3136580652541,7.86512707588692,17.7847189241695,-3.57880057665923
3,0,-51.0833333333333,-20.25,17.9414991962749,-10.8504894865049,8.80913080622136,17.2899358654127,-2.65277370292743
1,0,-41.25,-8.58333333333333,19.5458701084222,-13.7169769859712,5.84763677170408,17.3584679910249,-2.96900954773097
5,0,-55.75,-19.4166666666667,19.8414397109382,-11.1725198210104,8.18238717076511,18.5180512828623,-3.07266227454849
2,0,-40.75,-12.0833333333333,17.1104475568181,-9.96092991450434,4.93502769737038,16.0480823930295,-2.54505874206595
4,0,-40.5833333333333,-12.9166666666667,18.1596549775846,-10.6041535712019,4.9726270235145,16.03999968622,-2.12013025352904
4,0,-42.9166666666667,-18.9166666666667,15.9599267447574,-9.80956984225294,9.79865258238135,14.1716776356231,-2.55803528987831
2,0,-44.4166666666667,-11.75,18.7064524224873,-13.7686559257931,8.21417512756327,17.8671853599305,-3.77018659852777
2,0,-52.0833333333333,-19.9166666666667,19.06235146315,-10.8203430915474,8.71110718831055,17.3032566134163,-2.63917438773749
5,0,-53.4166666666667,-18.75,18.9507640339564,-10.8106699556159,8.38478262000197,16.3773761773967,-3.11096582142033
1,0,-43.0833333333333,-22.9166666666667,18.3397823218481,-9.28639483611447,5.79019306873647,17.393329668029,-3.23893367408975
4,0,-42.25,-15.0833333333333,16.3559484461917,-11.0500986108596,6.60854917137764,14.3420099277117,-2.02690011436497
2,0,-45.25,-9.08333333333333,20.2459272362675,-13.2210815659582,6.86461812369856,16.8804181829742,-3.74070890964035
5,0,-37.9166666666667,-10.4166666666667,18.8060513685788,-11.073992550922,3.89105909556511,16.7742893439433,-3.29432482004515
1,0,-52.0833333333333,-16.4166666666667,19.3931285093772,-11.4518745336853,9.34184757625605,15.6386547200789,-3.11941480855135
5,0,-38.9166666666667,-8.25,18.2268441239762,-12.1531085656078,5.36435340313997,15.8577544072632,-3.02693060917279
3,0,-42.0833333333333,-15.0833333333333,16.5904086759146,-11.3925193744364,6.49801817555335,14.7125192220165,-2.20666260834587
4,0,-47.9166666666667,-22.0833333333333,15.7702043499111,-9.05563659948984,8.50309231466097,14.6024257197582,-2.07986841026325
3,0,-47.75,-23.9166666666667,13.8550366284497,-7.70641524840885,8.01550127928567,14.2956282956678,-2.59744255941722
3,0,-51.4166666666667,-25.75,12.2089177477647,-5.28953941638246,7.94685155483364,14.4972474720431,-3.68670014615993
4,0,-43.5833333333333,-19.75,16.1655081245966,-9.7598904069485,9.47830114163151,13.9180970173108,-2.06133025966028
5,0,-50.5833333333333,-23.25,15.771553474521,-9.12894335683319,7.80123141938533,17.027288513704,-3.29973916027587
4,0,-52.25,-25.75,13.958339553768,-6.59270668216616,8.64458815134801,17.0923465354086,-4.18179279014165
3,0,-54.9166666666667,-21.5833333333333,18.1332500080935,-10.0986187768899,7.496464152435,17.7659608786152,-3.40239234729957
2,0,-43.5833333333333,-21.9166666666667,15.9065750014619,-9.40448477878056,8.62142922845639,14.6210824065581,-2.16314124286806
5,0,-40.75,-18.75,18.9933294854478,-10.9180727404848,6.78417681767177,16.9019991080354,-2.89631909979015
3,0,-49.25,-26.9166666666667,15.722468071359,-7.3017202139036,7.25860321215629,17.223257553618,-4.13875808043556
4,0,-39.4166666666667,-11.4166666666667,17.8165312660399,-11.100650599202,4.5747624178354,17.0069051916711,-2.88788429132944
5,0,-52.75,-32.25,13.1391339518043,-7.10316211663085,6.2505062128395,15.8979964544739,-6.23537366106067
5,0,-44.9166666666667,-12.4166666666667,18.7940923400237,-12.7542532922522,8.56645778530618,16.798323223348,-3.26220386594533
5,0,-43.4166666666667,-17.0833333333333,16.2854415585553,-10.8214858669647,8.20090050987416,14.2874859828344,-2.14779502661189
4,0,-40.5833333333333,-18.5833333333333,19.0223068643768,-10.7039435515832,6.47355764978573,16.8969470632037,-2.91807640339883
3,0,-52.25,-22.0833333333333,17.0821223589057,-10.3718741108544,7.57796859504563,17.8073058029995,-3.3692910684377
2,0,-55.5833333333333,-21.0833333333333,17.9774723580924,-10.1409118792076,7.87629995336927,17.6013843288338,-3.30162723575357
5,0,-52.9166666666667,-30.0833333333333,14.8981197425655,-7.32342020097338,6.6811880289787,17.7609825681327,-4.86049424135956
4,0,-52.75,-16.9166666666667,19.245183235456,-11.4838754568208,9.47451272346577,16.2620343953631,-3.28170178234571
2,0,-41.9166666666667,-20.4166666666667,14.7637118539088,-9.58305413412698,9.06799925627799,14.5214564532192,-2.63001912527911
5,0,-54.4166666666667,-25.4166666666667,15.7208952117317,-8.13805866567074,8.70296707748376,18.4411991178744,-5.08991746641033
2,0,-48.75,-18.0833333333333,18.483450442025,-12.0724307882972,8.61810053100607,16.3051073838277,-3.33905393545765
3,0,-41.4166666666667,-14.4166666666667,17.1025850041535,-11.7437453770689,5.71364165960373,15.4405260387819,-2.3366374054719
