"architecture","os","language","rVersion","script","scriptTimeStamp","workingDirectory","ddgDirectory","ddgTimeStamp","rdtVersion","hashAlgorithm"
"x86_64","unix","R","R version 4.0.2 (2020-06-22)","console.R",NA,"/home/mondelli/Dropbox/Reproducibility/prov2repr","/home/mondelli/Dropbox/Reproducibility/prov2repr/prov_samples/prov_console_2020-12-16T19.57.02-03","2020-12-16T19.57.02-03","3.3","md5"
