"","species_name","algorithm","dismo_threshold","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","correlation","AUC","AUCratio","pROC","TSSmax","KAPPAmax","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"1","Abarema_langsdorffii","brt","spec_sens",0.705506388,0.286843102,-1.568561402,0.140248116,-0.029250456,-0.928756202,0.527830490981668,0.874328571428571,1.74865714285714,1.50852927572856,0.678095238095238,0.590000576881416,0.172176308539945,0.570241626498579,0.956429417955507,0.808095238095238,0.87,0.13,0.191904761904762,0.859297520661157,0.580476971236313,0.665622113892791,0.502582046332046
