"fips","admin2","province_state","country_region","last_update","lat","long","confirmed","deaths","recovered","active","combined_key","incident_rate","case_fatality_ratio"
NA,"","Sinaloa","Mexico","2021-01-12 05:22:15",25.1721,-107.4795,27828,4322,0,23506,"Sinaloa, Mexico",881.560782012967,15.5311197355182
NA,"","Sonora","Mexico","2021-01-12 05:22:15",29.2972,-110.3309,55279,4432,0,50847,"Sonora, Mexico",1797.84014609342,8.01751117060728
NA,"","Tabasco","Mexico","2021-01-12 05:22:15",17.8409,-92.6189,47232,3280,0,43952,"Tabasco, Mexico",1836.18701956663,6.94444444444444
NA,"","Tamaulipas","Mexico","2021-01-12 05:22:15",24.2669,-98.8363,41640,3403,0,38237,"Tamaulipas, Mexico",1140.63379135825,8.17243035542747
NA,"","Tlaxcala","Mexico","2021-01-12 05:22:15",19.3139,-98.2404,12419,1504,0,10915,"Tlaxcala, Mexico",899.920362953629,12.1104758837265
NA,"","Unknown","Mexico","2021-01-12 05:22:15",NA,NA,0,0,1160373,-1160373,"Unknown, Mexico",NA,NA
NA,"","Veracruz","Mexico","2021-01-12 05:22:15",19.1738,-96.1342,45309,6531,0,38778,"Veracruz, Mexico",530.558924722671,14.4143547639542
NA,"","Yucatan","Mexico","2021-01-12 05:22:15",20.7099,-89.0943,27722,2509,0,25213,"Yucatan, Mexico",1227.12693296174,9.0505735516918
NA,"","Zacatecas","Mexico","2021-01-12 05:22:15",22.7709,-102.5832,22442,1879,0,20563,"Zacatecas, Mexico",1346.71446556883,8.37269405578825
NA,"","","Nicaragua","2021-01-12 05:22:15",12.865416,-85.207229,6097,166,4225,1706,"Nicaragua",92.0363846381206,2.72265048384451
NA,"","","Panama","2021-01-12 05:22:15",8.538,-80.7821,281353,4500,220833,56020,"Panama",6520.69821598751,1.59941425895583
NA,"","","Paraguay","2021-01-12 05:22:15",-23.4425,-58.4438,116535,2420,92324,21791,"Paraguay",1633.8522235448,2.07662933882525
NA,"","Amazonas","Peru","2021-01-12 05:22:15",-5.077253,-78.050172,18680,256,0,18424,"Amazonas, Peru",4376.7572633552,1.37044967880086
NA,"","Ancash","Peru","2021-01-12 05:22:15",-9.407125,-77.671795,31704,1549,0,30155,"Ancash, Peru",2685.41419617144,4.88581882412314
NA,"","Apurimac","Peru","2021-01-12 05:22:15",-14.027713,-72.975378,8107,172,0,7935,"Apurimac, Peru",1882.28465289064,2.1216232885161
NA,"","Arequipa","Peru","2021-01-12 05:22:15",-15.843524,-72.475539,49207,1656,0,47551,"Arequipa, Peru",3286.1626819821,3.36537484504237
NA,"","Ayacucho","Peru","2021-01-12 05:22:15",-14.091648,-74.08344,15516,386,0,15130,"Ayacucho, Peru",2322.0592636935,2.48775457592163
NA,"","Cajamarca","Peru","2021-01-12 05:22:15",-6.430284,-78.745596,26037,623,0,25414,"Cajamarca, Peru",1791.08481805049,2.39274878058148
NA,"","Callao","Peru","2021-01-12 05:22:15",-11.954609,-77.136042,44148,2004,0,42144,"Callao, Peru",3907.24842906452,4.53927697743952
NA,"","Cusco","Peru","2021-01-12 05:22:15",-13.191068,-72.153609,25810,550,0,25260,"Cusco, Peru",1901.84953209049,2.13095699341341
NA,"","Huancavelica","Peru","2021-01-12 05:22:15",-13.023888,-75.00277,7947,153,0,7794,"Huancavelica, Peru",2175.47221461812,1.92525481313703
NA,"","Huanuco","Peru","2021-01-12 05:22:15",-9.421676,-76.040642,21025,518,0,20507,"Huanuco, Peru",2765.35578061292,2.46373365041617
NA,"","Ica","Peru","2021-01-12 05:22:15",-14.235097,-75.574821,32495,1816,0,30679,"Ica, Peru",3332.13699753897,5.58855208493614
NA,"","Junin","Peru","2021-01-12 05:22:15",-11.541783,-74.876968,29053,992,0,28061,"Junin, Peru",2133.89643775248,3.41444945444532
NA,"","La Libertad","Peru","2021-01-12 05:22:15",-7.92139,-78.370238,38044,2505,0,35539,"La Libertad, Peru",1886.35462118207,6.58448112711597
NA,"","Lambayeque","Peru","2021-01-12 05:22:15",-6.353049,-79.824113,33810,1951,0,31859,"Lambayeque, Peru",2579.34086054318,5.77048210588583
NA,"","Lima","Peru","2021-01-12 05:22:15",-11.766533,-76.604498,458465,17005,0,441460,"Lima, Peru",4313.54377381568,3.70911629022935
NA,"","Loreto","Peru","2021-01-12 05:22:15",-4.124847,-74.424115,26466,1012,0,25454,"Loreto, Peru",2575.51576488906,3.82377389858687
NA,"","Madre de Dios","Peru","2021-01-12 05:22:15",-11.972699,-70.53172,9621,160,0,9461,"Madre de Dios, Peru",5535.67318757192,1.66302879118595
NA,"","Moquegua","Peru","2021-01-12 05:22:15",-16.860271,-70.839046,16386,333,0,16053,"Moquegua, Peru",8503.37311883757,2.0322226290736
NA,"","Pasco","Peru","2021-01-12 05:22:15",-10.39655,-75.307635,6785,143,0,6642,"Pasco, Peru",2495.40272158882,2.10759027266028
NA,"","Piura","Peru","2021-01-12 05:22:15",-5.133361,-80.335861,43483,2246,0,41237,"Piura, Peru",2123.193359375,5.16523698916818
NA,"","Puno","Peru","2021-01-12 05:22:15",-14.995827,-69.922726,19535,418,0,19117,"Puno, Peru",1577.94830371567,2.13974916815971
NA,"","San Martin","Peru","2021-01-12 05:22:15",-7.039531,-76.729127,26080,806,0,25274,"San Martin, Peru",2899.06625166741,3.09049079754601
NA,"","Tacna","Peru","2021-01-12 05:22:15",-17.644161,-70.27756,14994,278,0,14716,"Tacna, Peru",4041.50943396226,1.85407496331866
NA,"","Tumbes","Peru","2021-01-12 05:22:15",-3.857496,-80.545255,9590,349,0,9241,"Tumbes, Peru",3813.1212723658,3.63920750782065
NA,"","Ucayali","Peru","2021-01-12 05:22:15",-9.621718,-73.444929,20660,399,0,20261,"Ucayali, Peru",3507.04464437277,1.93126815101646
NA,"","Unknown","Peru","2021-01-12 05:22:15",NA,NA,1536,0,969863,-968327,"Unknown, Peru",NA,0
NA,"","","Suriname","2021-01-12 05:22:15",3.9193,-56.0278,7064,138,6321,605,"Suriname",1204.15795879543,1.95356738391846
NA,"","","Trinidad and Tobago","2021-01-12 05:22:15",10.6918,-61.2225,7273,128,6863,282,"Trinidad and Tobago",519.688944051802,1.75993400247491
NA,"","","Uruguay","2021-01-12 05:22:15",-32.5228,-55.7658,26901,262,19555,7084,"Uruguay",774.413187910276,0.973941489163972
NA,"","","Venezuela","2021-01-12 05:22:15",6.4238,-66.5897,116983,1073,110873,5037,"Venezuela",411.391315561436,0.917227289435217
